ID,east,north,longitude,latitude
119033,146000,53000,-8.78224142130903,51.7273482837534
119034,146000,54000,-8.78239649830793,51.7363349020074
119035,146000,55000,-8.78255165604687,51.7453215061002
119036,146000,56000,-8.7827068945815,51.7543080960327
119037,146000,57000,-8.78286221396751,51.7632946718058
119038,146000,58000,-8.78301761426065,51.7722812334203
119039,146000,59000,-8.78317309551672,51.781267780877
119040,146000,60000,-8.78332865779156,51.7902543141769
119041,146000,61000,-8.78348430114107,51.7992408333208
119042,146000,62000,-8.78364002562123,51.8082273383096
119043,146000,63000,-8.78379583128804,51.8172138291441
119044,146000,64000,-8.78395171819755,51.8262003058252
119045,146000,65000,-8.78410768640589,51.8351867683537
119046,146000,66000,-8.78426373596921,51.8441732167306
119047,146000,67000,-8.78441986694376,51.8531596509567
119048,146000,68000,-8.7845760793858,51.8621460710329
119049,146000,69000,-8.78473237335166,51.87113247696
119050,146000,70000,-8.78488874889772,51.880118868739
119051,146000,71000,-8.78504520608042,51.8891052463706
119052,146000,72000,-8.78520174495624,51.8980916098558
119053,146000,73000,-8.78535836558173,51.9070779591955
119054,146000,74000,-8.78551506801349,51.9160642943905
119055,146000,75000,-8.78567185230816,51.9250506154417
119056,146000,76000,-8.78582871852246,51.93403692235
119057,146000,77000,-8.78598566671312,51.9430232151162
119058,146000,78000,-8.78614269693698,51.9520094937413
119059,146000,79000,-8.78629980925088,51.9609957582262
119060,146000,80000,-8.78645700371176,51.9699820085716
119061,146000,81000,-8.78661428037658,51.9789682447786
119062,146000,82000,-8.78677163930237,51.9879544668479
119063,146000,83000,-8.78692908054622,51.9969406747806
119064,146000,84000,-8.78708660416525,52.0059268685774
119065,146000,85000,-8.78724421021667,52.0149130482392
119066,146000,86000,-8.78740189875771,52.023899213767
119067,146000,87000,-8.78755966984567,52.0328853651617
119068,146000,88000,-8.78771752353791,52.0418715024241
119069,146000,89000,-8.78787545989183,52.0508576255551
119070,146000,90000,-8.7880334789649,52.0598437345557
119071,146000,91000,-8.78819158081464,52.0688298294266
119072,146000,92000,-8.78834976549861,52.077815910169
119073,146000,93000,-8.78850803307445,52.0868019767835
119074,146000,94000,-8.78866638359983,52.0957880292711
119075,146000,95000,-8.78882481713249,52.1047740676328
119076,146000,96000,-8.78898333373023,52.1137600918694
119077,146000,97000,-8.78914193345088,52.1227461019818
119078,146000,98000,-8.78930061635236,52.131732097971
119079,146000,99000,-8.78945938249262,52.1407180798378
120080,147000,100000,-8.77501061117055,52.1498008861918
120081,147000,101000,-8.77516660303501,52.1587868709816
120082,147000,102000,-8.77532267676966,52.1677728416643
120083,147000,103000,-8.77547883243161,52.1767587982408
120084,147000,104000,-8.775635070078,52.185744740712
120085,147000,105000,-8.77579138976607,52.1947306690789
120086,147000,106000,-8.77594779155307,52.2037165833422
120087,147000,107000,-8.77610427549631,52.2127024835031
120088,147000,108000,-8.77626084165319,52.2216883695624
120089,147000,109000,-8.77641749008113,52.230674241521
120090,147000,110000,-8.77657422083762,52.2396600993798
120091,147000,111000,-8.77673103398019,52.2486459431399
120092,147000,112000,-8.77688792956646,52.257631772802
120093,147000,113000,-8.77704490765405,52.2666175883672
120094,147000,114000,-8.7772019683007,52.2756033898364
120095,147000,115000,-8.77735911156415,52.2845891772105
120096,147000,116000,-8.77751633750221,52.2935749504905
120097,147000,117000,-8.77767364617278,52.3025607096772
120098,147000,118000,-8.77783103763376,52.3115464547717
120099,147000,119000,-8.77798851194315,52.3205321857748
120100,147000,120000,-8.77814606915899,52.3295179026875
120101,147000,121000,-8.77830370933937,52.3385036055107
